Newreno,1.0,0.3042966096500262,0.34146341463414637,0.1432405,Reno,4.0,0,0.0,0,10
Newreno,3.0,0.19381911528977433,0.6666666666666666,0.07662199999999997,Reno,3.0,0.251992003326547,0.0,0,10
Newreno,4.0,0,1.0,0,Reno,1.0,0.03649860344815251,0.0,0,10
Newreno,1.0,2.240496636506413,0.0,0.07465429816672153,Reno,4.0,2.0696856303147406,0.0,0,1
Newreno,3.0,2.2273852707929875,0.0,0.07476228668651382,Reno,3.0,2.0016629465553053,0.0,0,1
Newreno,4.0,2.2222818586132553,0.0,0.07467545210727754,Reno,1.0,2.084963578159744,0.0,0,1
Newreno,1.0,2.2373957180618587,0.0,0.07470035607897206,Reno,4.0,2.067702259458423,0.0,0,2
Newreno,3.0,2.1353129379680267,0.000887705281846427,0.07491156650246182,Reno,3.0,1.8346977108670566,0.0,0,2
Newreno,4.0,2.2201523255260645,0.0,0.07469520997123456,Reno,1.0,2.0820778538264424,0.0,0,2
Newreno,1.0,2.23701263164063,0.0,0.0747347854419384,Reno,4.0,2.065745739618131,0.0,0,3
Newreno,3.0,2.0029203005870393,0.0028328611898017,0.07548780879540895,Reno,3.0,1.8328459529377383,0.0,0,3
Newreno,4.0,2.218051536708124,0.0,0.07472279846448918,Reno,1.0,2.081723704643336,0.0,0,3
Newreno,1.0,2.1603516409513346,0.0007168458781362007,0.07493751480144387,Reno,4.0,2.0537539790756196,0.0,0,4
Newreno,3.0,2.022412190397273,0.0032649253731343282,0.07547979754020673,Reno,3.0,1.827394384996042,0.0,0,4
Newreno,4.0,2.216888412843322,0.0,0.07473110897743489,Reno,1.0,1.8969311512573905,0.0,0,4
Newreno,1.0,2.110164008024154,0.000736105999263894,0.07495443556219371,Reno,4.0,1.8181174764057986,0.0,0,5
Newreno,3.0,2.012815984272074,0.0023452157598499064,0.07517261494526202,Reno,3.0,1.8126860269332714,0.0,0,5
Newreno,4.0,2.02962588189227,0.0020931449502878076,0.07509984837159442,Reno,1.0,1.961334314657017,0.0,0,5
Newreno,1.0,2.0507050707531236,0.001885369532428356,0.07566140788969695,Reno,4.0,0.962508701547226,0.0,0,6
Newreno,3.0,1.8099395495624833,0.0036496350364963502,0.07685727913279104,Reno,3.0,1.1170667703449313,0.0,0,6
Newreno,4.0,1.3760912702217025,0.013793103448275862,0.07891633187772938,Reno,1.0,1.862197967248756,0.0,0,6
Newreno,1.0,1.788782004721668,0.003882657463330457,0.07643513233287862,Reno,4.0,0.7377165333882506,0.0,0,7
Newreno,3.0,1.0037109319856818,0.023809523809523808,0.08137457208237989,Reno,3.0,1.1870647992409156,0.0,0,7
Newreno,4.0,1.1532010687336274,0.017225747960108794,0.08026390804597729,Reno,1.0,1.2120725226587625,0.0,0,7
Newreno,1.0,1.1134702296575236,0.015699658703071672,0.0789207961007312,Reno,4.0,0.6060282279970559,0.0,0,8
Newreno,3.0,0.8026656605583185,0.029782359679266894,0.08288359590043917,Reno,3.0,0.7938287579082266,0.0,0,8
Newreno,4.0,0.8661992969258809,0.022809123649459785,0.0807380061349694,Reno,1.0,0.7828778917942176,0.0,0,8
Newreno,1.0,0.7067252122029241,0.032873806998939555,0.08280943083573486,Reno,4.0,0.47280352086648814,0.0,0,9
Newreno,3.0,0.5994421017416157,0.043740573152337855,0.08721021153846144,Reno,3.0,0.4064901448482864,0.0,0,9
Newreno,4.0,0.7539008108427325,0.027285129604365622,0.08193139779005518,Reno,1.0,0.41970635552159674,0.0,0,9
Newreno,1.0,0.3042966096500262,0.34146341463414637,0.1432405,Vegas,4.0,0,0.0,0,10
Newreno,3.0,0.06015715229307599,0.40816326530612246,0.5415432,Vegas,3.0,0.04583518289418983,0.0,0,10
Newreno,4.0,0,1.0,0,Vegas,1.0,0.01357931721509352,0.0,0,10
Newreno,1.0,2.2424529572154928,0.0,0.07464643929435903,Vegas,4.0,1.9494818571378032,0.0,0,1
Newreno,3.0,2.228184041254063,0.0,0.07472607401105667,Vegas,3.0,1.9572221183009768,0.0,0,1
