/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,1,5.4010009765625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,2,9.896240234375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,3,9.896240234375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,4,9.896240234375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,5,9.896240234375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,6,9.89593505859375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,7,9.90386962890625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,8,9.90386962890625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,9,9.90386962890625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,10,9.90386962890625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_DropTail.tr,11,0.47454833984375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,1,1.60675048828125
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,2,2.467041015625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,3,4.22210693359375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,4,5.848388671875
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,5,7.09564208984375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,6,8.56842041015625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,7,9.7869873046875
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,8,7.222900390625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,9,2.3883056640625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,10,4.23431396484375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Reno_RED.tr,11,0.33111572265625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,1,5.4010009765625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,2,9.896240234375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,3,9.896240234375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,4,9.896240234375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,5,9.896240234375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,6,9.89593505859375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,7,9.90386962890625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,8,9.90386962890625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,9,9.90386962890625
